Unnamed: 0_x,uuid,age,age_group,gender,dem_has_children,country,country_code,Unnamed: 0_y,rural,Unnamed: 0_x,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,dem_education_level,dem_full_time_job,normalized_job_code,Unnamed: 0_y,job_name
6481,bfae2ce0-db5e-0133-f461-0a81e8b09a82,46 years old,40_65,Female,yes,Italy,IT,6481,rural,6481,I know something about it,I would vote against it,None of the above,It increases appreciation for household work and volunteering,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state,low,yes,e2f68bf748aea2c7d2254550c0c92b23,35,director of data operations
6482,85fbe6b0-dd30-0133-e8ac-0a81e8b09a82,47 years old,40_65,Female,no,Italy,IT,6482,Country,6482,I know something about it,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,high,no,,0,
6483,6d66f920-db29-0133-c951-0a81e8b09a82,55 years old,40_65,Male,yes,Italy,IT,6483,Country,6483,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,low,yes,fd69391dc29c83d5ad744daa57de0175,119,data transcriber
6484,672e79d0-dcdb-0133-707e-0a81e8b09a82,32 years old,26_39,Female,yes,Italy,IT,6484,countryside,6484,I know something about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,medium,no,,0,
6485,7aebe800-dbcf-0133-e708-0a81e8b09a82,50 years old,40_65,Female,yes,Italy,IT,6485,city,6485,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It is impossible to finance,medium,yes,3833bd699e7afe4665b595f282da0387,12,database development and administration project manager
6486,9f880ac0-db4f-0133-3fb1-0a81e8b09a82,41 years old,40_65,Male,yes,Italy,IT,6486,Country,6486,I know something about it,I would vote against it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,high,yes,2ca138b991c50dc6696238e5ad800142,25,database software technician
6487,007ff950-da2a-0133-3d3e-0a81e8b09a82,33 years old,26_39,Female,no,Italy,IT,6487,Non-Rural,6487,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It might encourage people to stop working,medium,no,,0,
6488,347e46e0-dbfd-0133-2709-0a81e8b09a82,52 years old,40_65,Female,no,Italy,IT,6488,urban,6488,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is impossible to finance,medium,no,,0,
6489,978ca710-d8c6-0133-56c4-0a81e8b09a82,37 years old,26_39,Female,yes,Italy,IT,6489,rural,6489,I know something about it,I would probably vote against it,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,medium,no,,0,
6490,23bbbbb0-d8d1-0133-58d2-0a81e8b09a82,2002,juvenile,Male,no,Italy,IT,6490,urban,6490,I understand it fully,I would vote for it,‰Û_ stop working,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working,,no,,0,
6491,3e833c20-d9b3-0133-1aa0-0a81e8b09a82,54 years old,40_65,Male,no,Italy,IT,6491,urban,6491,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance,high,yes,76b0ba6af40991629e20dff36edd02a5,44,data management information technology specialist
6492,57417d90-de58-0133-2d9c-0a81e8b09a82,65 years old,40_65,Female,yes,Italy,IT,6492,rural,6492,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,medium,no,,0,
6493,574456c0-dea5-0133-4464-0a81e8b09a82,50 years old,40_65,Female,yes,Italy,IT,6493,city,6493,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance,medium,yes,2173ff3afd8d28192f7cf119af201940,95,data modeling specialist
6494,cf6c2a20-d944-0133-54c0-0a81e8b09a82,43 years old,40_65,Male,yes,Italy,IT,6494,urban,6494,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It is impossible to finance,high,yes,2173ff3afd8d28192f7cf119af201940,95,data modeling specialist
6495,6fe6d420-d94d-0133-5555-0a81e8b09a82,44 years old,40_65,Male,no,Italy,IT,6495,Non-Rural,6495,I have never heard of it,I would probably vote for it,‰Û_ do more volunteering work,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,medium,no,,0,
6496,01824f80-dcc1-0133-52f7-0a81e8b09a82,42 years old,40_65,Male,no,Italy,IT,6496,urban,6496,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance | It increases dependence on the state,high,yes,41b2978a2c07c5f477e60f26372d6c85,70,database management system specialist dbms specialist
6497,95c90dd0-de63-0133-8b23-0a81e8b09a82,51 years old,40_65,Female,yes,Italy,IT,6497,Non-Rural,6497,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,low,no,,0,
6498,def89bd0-db1b-0133-492f-0a81e8b09a82,45 years old,40_65,Male,yes,Italy,IT,6498,Country,6498,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,low,yes,a33662485eb4ad97096183db945308f4,76,automatic data processing planner adp planner
6499,fb619b60-dafc-0133-dcbd-0a81e8b09a82,62 years old,40_65,Male,no,Italy,IT,6499,Non-Rural,6499,I know something about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state,high,yes,b36bc5f02fd641a126df999bcefa2777,115,data technician
6500,94929ec0-d8ca-0133-5bb9-0a81e8b09a82,1993,14_25,Male,no,Italy,IT,6500,urban,6500,I know something about it,I would probably vote against it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,high,yes,474b962c13632a04e42a546be4f11dbb,14,data coder operator
6501,0161ab00-db10-0133-0e54-0a81e8b09a82,33 years old,26_39,Female,no,Italy,IT,6501,city,6501,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state,high,yes,7a37ddb38441873334fd8ff07c17ad22,107,data acquisition technician
6502,ce900cd0-dc6a-0133-75d2-0a81e8b09a82,37 years old,26_39,Female,yes,Italy,IT,6502,Non-Rural,6502,I have heard just a little about it,I would probably vote against it,‰Û_ work less,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It increases dependence on the state | It is against the principle of linking merit and reward,medium,no,,0,
6503,494ccd50-dc72-0133-852e-0a81e8b09a82,32 years old,26_39,Female,yes,Italy,IT,6503,countryside,6503,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward,high,no,,0,
6504,9ae02110-dd7b-0133-5781-0a81e8b09a82,37 years old,26_39,Female,yes,Italy,IT,6504,urban,6504,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility,It might encourage people to stop working,high,yes,07b7555fa790debaf5b04d1409ad5f11,40,database security administrator
6505,167826a0-df0e-0133-2f96-0a81e8b09a82,62 years old,40_65,Female,yes,Italy,IT,6505,urban,6505,I know something about it,I would probably vote for it,None of the above,None of the above,It increases dependence on the state | It is impossible to finance | It is against the principle of linking merit and reward,high,yes,6408c0d7c7faa4ced47fbc8474698126,39,database design analyst
6506,cb7e44f0-d8be-0133-0f0b-0a81e8b09a82,33 years old,26_39,Male,no,Italy,IT,6506,urban,6506,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It might encourage people to stop working,high,no,,0,
6507,75559df0-de4c-0133-0e1c-0a81e8b09a82,40 years old,40_65,Female,yes,Italy,IT,6507,city,6507,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It is impossible to finance | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It increases dependence on the state,high,yes,e605336f5a43949cb6b18054fd1937f1,30,database security expert
6508,25e5fcb0-dcda-0133-1bfa-0a81e8b09a82,1986,26_39,Female,yes,Italy,IT,6508,Non-Rural,6508,I know something about it,I would probably vote against it,‰Û_ stop working,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward,medium,no,,0,
6509,e93ca3f0-dbdf-0133-4678-0a81e8b09a82,55 years old,40_65,Female,no,Italy,IT,6509,Country,6509,I have never heard of it,I would not vote,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,no,no,,0,
6510,38ca9e60-dcb7-0133-6eb2-0a81e8b09a82,1990,26_39,Male,no,Italy,IT,6510,urban,6510,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | It is impossible to finance,medium,no,,0,
6511,8b7ecb20-dbae-0133-3dd2-0a81e8b09a82,35 years old,26_39,Female,yes,Italy,IT,6511,city,6511,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c,2,data coordinator
6512,46036f50-d8be-0133-0e1e-0a81e8b09a82,1993,14_25,Female,no,Italy,IT,6512,countryside,6512,I know something about it,I would probably vote against it,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,None of the above,low,yes,dac2e921c1f887d9efc4c06fa33c1397,15,automatic data processing customer liaison adp customer liaison
6513,99062710-d9d3-0133-ce20-0a81e8b09a82,1991,14_25,Male,no,Italy,IT,6513,Non-Rural,6513,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,It is impossible to finance | It might encourage people to stop working,low,yes,f2ecf36d7eb0a4225974fc6c4f48cfcb,138,voice and data technician
6514,3d3b9920-dcb2-0133-953e-0a81e8b09a82,39 years old,26_39,Male,yes,Italy,IT,6514,city,6514,I understand it fully,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It increases dependence on the state | It is against the principle of linking merit and reward | It might encourage people to stop working,medium,yes,8a7a3f1bce0958ae9f090683e5a925b7,65,data scientist
6515,4c7fc880-d8d1-0133-593d-0a81e8b09a82,1998,juvenile,Female,no,Italy,IT,6515,rural,6515,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity | It encourages financial independence and self-responsibility,It might encourage people to stop working,low,no,,0,
6516,59315570-dc4f-0133-0e98-0a81e8b09a82,52 years old,40_65,Female,yes,Italy,IT,6516,rural,6516,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance,low,no,,0,
6517,b4786bd0-dcc7-0133-eab6-0a81e8b09a82,40 years old,40_65,Male,yes,Italy,IT,6517,urban,6517,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It might encourage people to stop working,low,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,29,database administration manager
6518,bea2bbd0-d8d4-0133-636d-0a81e8b09a82,1991,14_25,Male,no,Italy,IT,6518,urban,6518,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility",It is against the principle of linking merit and reward | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,medium,yes,00bff17fca67555d8d86e8ead86dcd70,85,database analyst
6519,92634ef0-d974-0133-3498-0a81e8b09a82,42 years old,40_65,Female,no,Italy,IT,6519,rural,6519,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,high,yes,ccd7528fb38f16077360c5b67c9700c4,61,data communications analyst
6520,790cad60-d9b6-0133-978a-0a81e8b09a82,43 years old,40_65,Male,yes,Italy,IT,6520,city,6520,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,high,no,,0,
6521,71e29010-da6c-0133-7b7c-0a81e8b09a82,42 years old,40_65,Male,yes,Italy,IT,6521,rural,6521,I know something about it,I would vote against it,‰Û_ spend more time with my family,None of the above,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state,medium,yes,c34f03aa0a9c6edbe8ec50f4fa3687a8,101,data center operator
6522,dcd9b890-da9a-0133-1b54-0a81e8b09a82,42 years old,40_65,Male,yes,Italy,IT,6522,city,6522,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,low,yes,b24ece3300d2f8ab34f9553e531183d6,21,data processing systems project planner
6523,7ef63660-d968-0133-75a3-0a81e8b09a82,49 years old,40_65,Male,no,Italy,IT,6523,rural,6523,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working,medium,yes,3161063d378eecc4581c5cdee46a2a6c,56,head of information systems and data processing
6524,7c854690-d8c9-0133-a276-0a81e8b09a82,34 years old,26_39,Female,yes,Italy,IT,6524,urban,6524,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It increases dependence on the state | It might encourage people to stop working,high,yes,16b67d7f57698455aefbc1ae1b358b50,20,database engineer
6525,86dc2940-d97b-0133-c82d-0a81e8b09a82,32 years old,26_39,Male,no,Italy,IT,6525,Non-Rural,6525,I understand it fully,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,high,no,,0,
6526,a8cf2820-dc9b-0133-bf4d-0a81e8b09a82,1986,26_39,Female,no,Italy,IT,6526,urban,6526,I know something about it,I would vote for it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses,None of the above,high,yes,7932d4705d002b47789c11edfaed685e,87,data control assistant
6527,3f809950-d946-0133-1507-0a81e8b09a82,1991,14_25,Male,no,Italy,IT,6527,urban,6527,I understand it fully,I would vote for it,‰Û_ gain additional skills,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,medium,yes,1a281bf4bd1fe9b2a6e464e508bea167,54,data storage specialist
6528,ac3f4d30-dc7e-0133-df95-0a81e8b09a82,43 years old,40_65,Female,yes,Italy,IT,6528,city,6528,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working,low,yes,7bb15eefb19ed09c59349baad7e8469e,48,database coordinator
6529,a8eabe50-df00-0133-c25b-0a81e8b09a82,42 years old,40_65,Female,no,Italy,IT,6529,rural,6529,I know something about it,I would not vote,‰Û_ work less,It encourages financial independence and self-responsibility,It might encourage people to stop working,medium,yes,996da29c84f5eed00da40c230f4c4078,16,data entry representative
6530,793dac70-db52-0133-8523-0a81e8b09a82,44 years old,40_65,Female,yes,Italy,IT,6530,urban,6530,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state,medium,yes,d9e964a222fdd9527319ad88adbfaa2e,71,sql database administrator
6531,95f68d70-d8c4-0133-84cc-0a81e8b09a82,1997,juvenile,Male,no,Italy,IT,6531,city,6531,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward,low,no,,0,
6532,f3af1610-dd9d-0133-1e1f-0a81e8b09a82,1987,26_39,Female,yes,Italy,IT,6532,Non-Rural,6532,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs",None of the above,medium,no,,0,
6533,cf57e830-dd9c-0133-19cf-0a81e8b09a82,44 years old,40_65,Female,yes,Italy,IT,6533,city,6533,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is against the principle of linking merit and reward,medium,no,,0,
6534,9ee6f3e0-db3a-0133-500c-0a81e8b09a82,54 years old,40_65,Female,yes,Italy,IT,6534,rural,6534,I know something about it,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,It might encourage people to stop working,medium,yes,02e4c028f64f176de2f54bbc2f5403ce,67,marketing database analyst
6535,242b7690-db48-0133-4192-0a81e8b09a82,42 years old,40_65,Male,yes,Italy,IT,6535,urban,6535,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working,medium,yes,d24ffac92c24fb0e7bd1abc5fc3b6254,60,data manager
6536,cc004940-d996-0133-73b1-0a81e8b09a82,48 years old,40_65,Male,no,Italy,IT,6536,urban,6536,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,low,no,,0,
6537,ffc4d720-daff-0133-669a-0a81e8b09a82,50 years old,40_65,Male,no,Italy,IT,6537,Non-Rural,6537,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,high,yes,1f8576bdffa64f492405d02b842c41a6,50,data management associate
6538,35e5b130-d937-0133-ba09-0a81e8b09a82,1989,26_39,Male,no,Italy,IT,6538,urban,6538,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,high,yes,ec3d88b2fd083b870b8c5a603898ed39,49,databases computer consultant
6539,753aa640-dd50-0133-8d2e-0a81e8b09a82,35 years old,26_39,Female,yes,Italy,IT,6539,urban,6539,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It is impossible to finance | It increases dependence on the state,high,yes,d06dfb43c95b585a89ae556c9221b573,32,data warehousing manager
6540,09786190-dc79-0133-3f08-0a81e8b09a82,41 years old,40_65,Female,yes,Italy,IT,6540,Country,6540,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,high,yes,d06dfb43c95b585a89ae556c9221b573,32,data warehousing manager
6541,0980f280-d8d2-0133-5ba8-0a81e8b09a82,2000,14_25,Male,no,Italy,IT,6541,Country,6541,I have never heard of it,I would vote for it,‰Û_ work as a freelancer,It reduces bureaucracy and administrative expenses,It increases dependence on the state | Only the people who need it most should get something from the state,low,yes,e55556364d2096578fd153e9800e826f,59,database consultant
6542,7635e3b0-d8d0-0133-571a-0a81e8b09a82,1995,14_25,Male,no,Italy,IT,6542,urban,6542,I know something about it,I would vote against it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,low,no,,0,
6543,df896f20-d99c-0133-90fd-0a81e8b09a82,40 years old,40_65,Female,yes,Italy,IT,6543,Non-Rural,6543,I understand it fully,I would vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,high,yes,d4624ed8068d24948e18303212593cd6,53,data architect
6544,df91b7d0-d955-0133-8a8e-0a81e8b09a82,1989,26_39,Male,no,Italy,IT,6544,urban,6544,I know something about it,I would probably vote against it,‰Û_ look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit,high,no,,0,
6545,86264d70-d98c-0133-ef23-0a81e8b09a82,1996,14_25,Female,no,Italy,IT,6545,city,6545,I have never heard of it,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,medium,no,,0,
6546,d2a78020-dd40-0133-2412-0a81e8b09a82,34 years old,26_39,Female,yes,Italy,IT,6546,urban,6546,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,high,yes,8fd068c8d9be73abfa678856177b6c40,100,data operations director
6547,3cd1b100-d986-0133-3808-0a81e8b09a82,40 years old,40_65,Male,yes,Italy,IT,6547,urban,6547,I know something about it,I would not vote,None of the above,None of the above,None of the above,medium,yes,e49986dae76619a3941d280ee14d38ae,73,data miner
6548,61561a40-dbea-0133-36ac-0a81e8b09a82,35 years old,26_39,Female,yes,Italy,IT,6548,urban,6548,I understand it fully,I would vote against it,‰Û_ stop working,None of the above,It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state,high,yes,77d124811ae6887bd4ff42b0e2b49116,92,data warehouse architect
6549,df37db40-dd9b-0133-7df4-0a81e8b09a82,1987,26_39,Female,no,Italy,IT,6549,urban,6549,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It is impossible to finance,medium,no,,0,
6550,8ca3efe0-dcd0-0133-93a9-0a81e8b09a82,45 years old,40_65,Male,no,Italy,IT,6550,city,6550,I know something about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity,It might encourage people to stop working,medium,yes,76385cb24e831b3364279b9de5641d8f,19,automatic data processing systems security specialist adp systems security
6551,361e66d0-d9ad-0133-890b-0a81e8b09a82,35 years old,26_39,Female,yes,Italy,IT,6551,urban,6551,I understand it fully,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity,Only the people who need it most should get something from the state,high,yes,90c5430dbc810aec8695af2f1f4c42e8,47,electronic data processing auditor edp auditor
6552,96404250-dccf-0133-092d-0a81e8b09a82,1989,26_39,Female,yes,Italy,IT,6552,city,6552,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It increases dependence on the state,medium,no,,0,
6553,3ffff4b0-dd2b-0133-707b-0a81e8b09a82,40 years old,40_65,Female,no,Italy,IT,6553,city,6553,I know something about it,I would probably vote for it,‰Û_ look for a different job,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,high,no,,0,
6554,56883f50-d9ae-0133-8e66-0a81e8b09a82,48 years old,40_65,Male,yes,Italy,IT,6554,urban,6554,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state,medium,yes,f2ecf36d7eb0a4225974fc6c4f48cfcb,138,voice and data technician
6555,53958750-dc0f-0133-af42-0a81e8b09a82,40 years old,40_65,Female,yes,Italy,IT,6555,urban,6555,I have heard just a little about it,I would vote against it,‰Û_ spend more time with my family,None of the above,It might encourage people to stop working,medium,yes,2173ff3afd8d28192f7cf119af201940,95,data modeling specialist
6556,6611bc00-da7a-0133-8278-0a81e8b09a82,46 years old,40_65,Male,yes,Italy,IT,6556,Non-Rural,6556,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,low,yes,a2a9fbe67b4aa2b551ba0f3adac90a99,91,engineer system electronic data processing engineer system edp
6557,3574c950-da58-0133-d82c-0a81e8b09a82,44 years old,40_65,Male,yes,Italy,IT,6557,countryside,6557,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward,medium,yes,77d124811ae6887bd4ff42b0e2b49116,92,data warehouse architect
6558,2f6b9c60-d981-0133-f545-0a81e8b09a82,1991,14_25,Female,no,Italy,IT,6558,urban,6558,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,,no,,0,
6559,8ce85740-d9a2-0133-fdfd-0a81e8b09a82,37 years old,26_39,Male,yes,Italy,IT,6559,urban,6559,I have never heard of it,I would not vote,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,It is impossible to finance,high,yes,8a7a3f1bce0958ae9f090683e5a925b7,65,data scientist
6560,9b5ce4a0-dccd-0133-fe9e-0a81e8b09a82,48 years old,40_65,Male,yes,Italy,IT,6560,urban,6560,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,None of the above,high,no,,0,
6561,a2b232d0-da6d-0133-35e2-0a81e8b09a82,43 years old,40_65,Male,no,Italy,IT,6561,urban,6561,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,medium,yes,b24ece3300d2f8ab34f9553e531183d6,21,data processing systems project planner
6562,ed375720-dce3-0133-d52e-0a81e8b09a82,40 years old,40_65,Male,no,Italy,IT,6562,city,6562,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,medium,no,,0,
6563,8f6f14c0-db29-0133-c9ec-0a81e8b09a82,41 years old,40_65,Male,no,Italy,IT,6563,rural,6563,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state,medium,yes,375017ea3a1a97f5ea676def873bb25b,28,geographic information systems data specialist gis data specialist
